url_path,views_total,views_unique
/AiratTop/translit.api.airat.top,5,4
/AiratTop/translit.api.airat.top/pulls,2,2
/AiratTop/translit.api.airat.top/issues,1,1
/AiratTop/translit.api.airat.top/labels,1,1
