url_path,views_total,views_unique
/AiratTop/mytasks,4,4
/AiratTop/mytasks/actions,1,1
/AiratTop/mytasks/blob/main/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png,1,1
/AiratTop/mytasks/blob/main/pubspec.yaml,1,1
/AiratTop/mytasks/commit/f902d2bfb8218a6f4314bdafd20b17552437f7c1,1,1
/AiratTop/mytasks/commits,1,1
/AiratTop/mytasks/commits/main/build_all.sh,1,1
/AiratTop/mytasks/issues,1,1
/AiratTop/mytasks/pulls,1,1
/AiratTop/mytasks/pulse,1,1
