url_path,views_total,views_unique
/AiratTop/json.airat.top,14,5
/AiratTop/json.airat.top/activity,3,3
/AiratTop/json.airat.top/issues,2,2
/AiratTop/json.airat.top/pulls,2,2
/AiratTop/json.airat.top/commit/63205b614ec4251450fc414c9263c2dafe34c7bf,1,1
/AiratTop/json.airat.top/labels,1,1
/AiratTop/json.airat.top/pulse,1,1
