url_path,views_total,views_unique
/AiratTop/caddy-self-hosted,3,3
/AiratTop/caddy-self-hosted/blob/main/config/Caddyfile,1,1
/AiratTop/caddy-self-hosted/tree/main,1,1
/AiratTop/caddy-self-hosted/tree/main/config,1,1
