url_path,views_total,views_unique
/AiratTop/authentik-self-hosted,13,10
/AiratTop/authentik-self-hosted/tree/main/.github,4,2
/AiratTop/authentik-self-hosted/issues,2,2
/AiratTop/authentik-self-hosted/pulls,2,2
/AiratTop/authentik-self-hosted/security,2,1
/AiratTop/authentik-self-hosted/stargazers,1,1
