url_path,views_total,views_unique
/AiratTop/random.airat.top/activity,4,4
/AiratTop/random.airat.top,2,2
/AiratTop/random.airat.top/issues,2,2
/AiratTop/random.airat.top/labels,1,1
/AiratTop/random.airat.top/pulls,1,1
