url_path,views_total,views_unique
/AiratTop/github-repo-stats,20,3
/AiratTop/github-repo-stats/pulls,12,3
/AiratTop/github-repo-stats/issues,9,4
/AiratTop/github-repo-stats/actions,2,2
/AiratTop/github-repo-stats/labels,2,1
/AiratTop/github-repo-stats/activity,1,1
