url_path,views_total,views_unique
/AiratTop/clickhouse-self-hosted,8,8
/AiratTop/clickhouse-self-hosted/blob/main/docker-compose.yml,2,2
/AiratTop/clickhouse-self-hosted/pulls,1,1
