referrer,views_total,views_unique
Bing,6,6
yandex.ru,6,5
blog.airat.top,2,1
wiki.x5.ru,2,1
ya.ru,2,1
DuckDuckGo,1,1
Google,1,1
github.com,1,1
search.brave.com,1,1
